date,open,high,low,close,adj_close,volume,currency
2024-04-07,3834.899902,3834.899902,3834.899902,3834.899902,3834.899902,0,USD/UGX (UGX=X)
2024-04-05,3815.857422,3815.857422,3790.546143,3808.620605,3808.620605,0,USD/UGX (UGX=X)
2024-04-05,3844.600098,3844.600098,3834.899902,3834.899902,3834.899902,0,USD/UGX (UGX=X)
2024-04-04,3804.262695,3808.620605,3804.262695,3825.590088,3825.590088,0,USD/UGX (UGX=X)
2024-04-04,NA,NA,NA,NA,NA,NA,USD/UGX (UGX=X)
2024-04-04,3859.699951,3859.699951,3844.600098,3844.600098,3844.600098,0,USD/UGX (UGX=X)
2024-04-03,3829.563965,3829.563965,3825.590088,3838.064209,3838.064209,0,USD/UGX (UGX=X)
2024-04-03,3859.699951,3859.699951,3859.699951,3859.699951,3859.699951,0,USD/UGX (UGX=X)
2024-04-02,3837.885742,3838.064209,3837.885742,3844.603516,3844.603516,0,USD/UGX (UGX=X)
2024-04-02,3880,3899.800049,3875.300049,3875.300049,3875.300049,0,USD/UGX (UGX=X)
2024-04-02,3880,3880,3880,3880,3880,0,USD/UGX (UGX=X)
2024-04-01,3844.603516,3844.603516,3844.603516,3841.133057,3841.133057,0,USD/UGX (UGX=X)
2024-03-30,3880,3880,3880,3880,3880,0,USD/UGX (UGX=X)
2024-03-29,3840.818115,3846.118164,3840.818115,3837.203857,3837.203857,0,USD/UGX (UGX=X)
2024-03-28,3844.447266,3844.447266,3837.203857,3844.305176,3844.305176,0,USD/UGX (UGX=X)
2024-03-27,3849.956055,3849.956055,3844.305176,3839.013916,3839.013916,0,USD/UGX (UGX=X)
2024-03-26,3849.435791,3849.435791,3838.129883,3853.078857,3853.078857,0,USD/UGX (UGX=X)
2024-03-25,3859.683105,3859.683105,3853.078857,3842.790771,3842.790771,0,USD/UGX (UGX=X)
2024-03-22,3858.04248,3858.04248,3858.04248,3843.210205,3843.210205,0,USD/UGX (UGX=X)
2024-03-21,3801.450439,3843.210205,3801.450439,3834.19873,3834.19873,0,USD/UGX (UGX=X)
2024-03-20,3833.639404,3834.19873,3833.639404,3838.868896,3838.868896,0,USD/UGX (UGX=X)
2024-03-19,3856.080078,3856.080078,3838.868896,3854.767822,3854.767822,0,USD/UGX (UGX=X)
2024-03-18,3843.134033,3843.843262,3843.134033,3842.622314,3842.622314,0,USD/UGX (UGX=X)
2024-03-15,3866.697266,3866.928467,3841.881592,3845.116699,3845.116699,0,USD/UGX (UGX=X)
2024-03-14,3845.116699,3845.116699,3845.116699,3853.182617,3853.182617,0,USD/UGX (UGX=X)
2024-03-13,3852.033691,3853.78125,3852.033691,3847.736328,3847.736328,0,USD/UGX (UGX=X)
2024-03-12,3866.872803,3866.872803,3847.736328,3864.540039,3864.540039,0,USD/UGX (UGX=X)
2024-03-11,3861.780273,3864.540039,3861.780273,3860.033691,3860.033691,0,USD/UGX (UGX=X)
2024-03-08,3844.55542,3865.118896,3844.55542,3846.558105,3846.558105,0,USD/UGX (UGX=X)
2024-03-07,3865.864746,3865.864746,3862.335938,3873.470947,3873.470947,0,USD/UGX (UGX=X)
2024-03-06,3875.894043,3875.894043,3873.470947,3874.714844,3874.714844,0,USD/UGX (UGX=X)
2024-03-05,3881.088135,3881.088135,3874.714844,3880.229736,3880.229736,0,USD/UGX (UGX=X)
2024-03-04,3864.569336,3880.229736,3864.569336,3859.229004,3859.229004,0,USD/UGX (UGX=X)
2024-03-01,3890.475342,3890.475342,3870.335938,3887.493652,3887.493652,0,USD/UGX (UGX=X)
2024-02-29,3893.069824,3893.069824,3887.493652,3889.837158,3889.837158,0,USD/UGX (UGX=X)
2024-02-28,3896.858643,3897.694824,3896.858643,3889.305908,3889.305908,0,USD/UGX (UGX=X)
2024-02-27,3910.418945,3910.418945,3889.305908,3909.139893,3909.139893,0,USD/UGX (UGX=X)
2024-02-26,3909.139893,3909.139893,3909.139893,3889.632324,3889.632324,0,USD/UGX (UGX=X)
2024-02-23,3861.570801,3893.872314,3861.570801,3852.231201,3852.231201,0,USD/UGX (UGX=X)
2024-02-22,3841.606445,3852.231201,3841.606445,3851.050781,3851.050781,0,USD/UGX (UGX=X)
2024-02-21,3836.424805,3851.050781,3836.424805,3841.630127,3841.630127,0,USD/UGX (UGX=X)
2024-02-20,3839.866211,3841.630127,3839.866211,3835.217285,3835.217285,0,USD/UGX (UGX=X)
2024-02-19,3831.044434,3835.217285,3831.044434,3832.057617,3832.057617,0,USD/UGX (UGX=X)
2024-02-16,3817.070557,3833.088867,3817.070557,3825.884521,3825.884521,0,USD/UGX (UGX=X)
2024-02-15,3825.884521,3825.884521,3825.884521,3828.086426,3828.086426,0,USD/UGX (UGX=X)
2024-02-14,3847.195068,3847.195068,3828.086426,3823.653564,3823.653564,0,USD/UGX (UGX=X)
2024-02-13,3820.076416,3823.653564,3820.076416,3818.604736,3818.604736,0,USD/UGX (UGX=X)
